Gemeindename,Einwohner  (2019),Veränderung in %  (2010-2019),Bevölkerungs-dichte pro km²  (2019),Ausländer in %  (2019),0-19 Jahre  (2019),20-64 Jahre  (2019),65 Jahre und mehr  (2019),Rohe Heiratssziffer  (2019),Rohe Scheidungsziffer  (2019),Rohe Geburtenziffer  (2019),Rohe Sterbeziffer  (2019),Anzahl Privathaushalte  (2019),Durchschnittliche Haushaltsgrösse in Personen  (2019),Leerwohnungs-ziffer  (2020),Neu gebaute Wohnungen pro 1000 Einwohner  (2018),FDP  (2019),CVP  (2019),SP  (2019),SVP  (2019),EVP/CSP  (2019),GLP  (2019),BDP  (2019),PdA/Sol.  (2019),GPS  (2019),Kleine Rechtsparteien  (2019),Berggebiet,GHM_Mean_2020
Genève,203951.0,8.7912732704,12810.992462312,47.9546557752,17.8974361489,66.2722908934,15.8302729577,4.943699494,2.2820866059,11.4104330296,6.5308094014,90640.0,2.1008053839,0.6130163501,3.4904362048,15.1254331395,5.4053780218,17.8681432248,12.6160104561,0.6557883645,5.0114997264,0.2244219741,10.0435165859,25.9969806886,5.0375894142,0,0.8781834263955394
Gerlafingen,5336.0,11.5384615385,2884.3243243243,39.523988006,22.2826086957,60.3635682159,17.3538230885,3.7950664137,2.4667931689,12.3339658444,8.1593927894,2272.0,2.306778169,3.7684537685,21.2973817898,15.5196878326,5.8708761972,32.7243703441,27.6871230933,1.0819439518,4.6647747428,1.5963107485,0.0,8.460446967,0.7094714438,0,0.8291675813736454
Geroldswil,4934.0,5.5852771239,2556.4766839378,26.7531414674,22.091609242,58.1070125659,19.8013781921,4.4480388192,2.4262029923,8.4917104731,8.0873433077,2097.0,2.3142584645,2.1768103065,2.0230629173,16.5844081477,10.5854443323,9.8682954762,41.3274070842,2.0069260764,10.5009134786,1.3879420827,0.0109072069,5.4263354511,1.3770348758,0,0.6744025837291371
Gersau,2326.0,11.0792741165,162.0905923345,24.7205503009,15.5631986242,61.5649183147,22.871883061,3.8751345533,2.1528525296,6.8891280947,6.8891280947,1099.0,2.0746132848,1.1620400258,7.0206230803,30.2798982188,21.4058524173,12.1819338422,28.7531806616,0.6043256997,3.3715012723,0.0,0.0,3.403307888,0.0,1,0.2231559258002739
Gerzensee,1231.0,11.1010830325,157.6184379001,5.6051990252,20.4711616572,61.49471974,18.0341186028,2.4529844644,1.6353229763,8.1766148814,6.5412919052,531.0,2.2843691149,1.3157894737,15.0753768844,7.0414582997,0.838844975,11.0743668334,41.0550088724,2.2261655106,9.7435070173,7.8883690918,0.3710275851,11.3808678819,3.96031618,0,0.4534002685546875
Geuensee,2874.0,19.4513715711,444.2040185471,22.2338204593,25.2957550452,60.577592206,14.1266527488,4.8143053645,0.6877579092,12.7235213205,4.4704264099,1083.0,2.6334256694,2.3083264633,1.374098248,14.0676941674,25.0075551526,12.4055605923,27.4705349048,0.6346328196,6.2103354488,0.0,0.0,13.6899365367,0.0453309157,0,0.5325834886083063
Gibloux,7606.0,18.0505975477,210.9262340544,15.8821982645,24.5332632133,62.858269787,12.6084669997,3.4542314335,3.3213763784,13.4183605686,4.7827819849,2993.0,2.5225526228,1.9230769231,14.5086230495,15.7669237361,18.7089403028,22.4435875464,16.2096543845,6.3696086832,4.8057697801,0.706940874,0.0,11.5824050271,0.6640959726,0,0.4622485102439413
Giebenach,1051.0,6.5922920892,784.328358209,22.0742150333,19.3149381541,61.3701236917,19.3149381541,5.698005698,0.9496676163,6.6476733143,1.8993352327,442.0,2.3642533937,2.0080321285,16.4888457808,15.2562574493,11.620977354,12.0977353993,41.1203814064,1.7282479142,3.337306317,1.6090584029,0.0,12.9916567342,0.0,0,0.7116120511835272
Giez,413.0,21.1143695015,86.7647058824,16.9491525424,21.7917675545,60.0484261501,18.1598062954,4.8602673147,4.8602673147,24.3013365735,17.0109356015,162.0,2.537037037,3.4146341463,0.0,24.5186136072,1.026957638,20.5819426615,21.3093709884,0.7274283269,7.8305519897,0.2139495079,0.0855798032,22.0795892169,0.8130081301,0,0.511931660970052
Giffers,1638.0,15.3521126761,313.7931034483,9.2796092796,22.4053724054,60.2564102564,17.3382173382,4.8899755501,1.2224938875,11.6136919315,8.5574572127,690.0,2.3391304348,0.7741935484,13.698630137,9.0909090909,17.5230566535,18.8076416337,33.860342556,2.2068511199,7.8722002635,0.790513834,0.0,7.2463768116,0.2635046113,0,0.4205260678946254
Gilly,1369.0,46.2606837607,176.4175257732,30.4601899196,23.0094959825,63.76917458,13.2213294375,5.9457450762,4.4593088071,9.6618357488,0.7432181345,583.0,2.3447684391,1.6272189349,0.0,22.7336122734,2.8513869518,10.9406477607,28.4673795134,0.8368200837,12.1338912134,1.3172167984,1.1777467844,18.1001084767,0.1084766775,0,0.4767296698785597
Gimel,2236.0,26.5421618563,118.4322033898,24.373881932,23.7030411449,58.6762075134,17.6207513417,4.5187528242,1.8075011297,9.0375056484,12.2006326254,897.0,2.3779264214,1.9801980198,24.3055555556,26.0158013544,3.1602708804,16.8623024831,20.6433408578,5.0677200903,9.1760722348,1.6027088036,1.072234763,14.2437923251,0.0564334086,1,0.2923559301039752
Gingins,1237.0,8.4136722174,98.4872611465,26.1924009701,23.2012934519,57.8011317704,18.9975747777,2.4410089504,1.6273393002,4.8820179007,5.6956875509,506.0,2.4367588933,2.6269702277,3.305785124,28.894870171,3.6573780874,16.5927802407,19.2368587714,0.1266624446,10.9563014566,0.0474984167,0.4908169728,16.2127929069,0.3008233059,1,0.284089921160442
Giornico,833.0,-1.7688679245,42.6741803279,28.6914765906,15.9663865546,56.4225690276,27.6110444178,3.5481963335,2.3654642224,5.9136605559,5.9136605559,405.0,2.0296296296,2.6490066225,2.2909507446,15.6151419558,30.7570977918,13.4069400631,7.570977918,0.0,0.0,0.0,0.5257623554,8.0967402734,23.1861198738,1,0.2222814439218255
Gipf-Oberfrick,3646.0,11.6008570554,358.5054080629,14.1799232035,20.515633571,61.3000548546,18.1843115743,2.7824151363,2.2259321091,7.7907623817,4.4518642181,1548.0,2.3352713178,2.486678508,3.9942938659,9.5428229187,13.3908963865,17.9427031344,27.6951487323,1.8666400479,10.4961070074,3.4188460771,0.0,11.2946695947,1.2577360751,0,0.4014531330889966
Gisikon,1412.0,30.1382488479,1307.4074074074,21.0339943343,20.7507082153,67.3512747875,11.8980169972,2.1436227224,2.8581636299,10.718113612,3.5727045373,600.0,2.345,1.4285714286,30.803906837,20.2052785924,19.2082111437,7.5366568915,37.7419354839,0.2639296188,9.1202346041,0.0,0.0,5.3079178886,0.5571847507,0,0.5860893726348877
Giswil,3657.0,1.2178245226,42.5678035153,11.3480995351,20.3171998906,62.1000820345,17.5827180749,5.1948051948,1.0936431989,8.4757347915,7.6555023923,1519.0,2.3785385122,1.3265306122,1.6433853739,8.5884988798,35.1755041075,3.3607169529,41.8222554145,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1295937238420759
Givisiez,3177.0,5.5481727575,918.2080924855,36.512433113,23.6386528171,65.0299024237,11.3314447592,4.4143149929,1.8918492827,16.7113353303,4.7296232067,1257.0,2.4470962609,2.1505376344,0.0,15.2549988767,17.3893507077,26.0615592002,16.7378117277,3.5722309593,5.21231184,0.471804089,0.0,12.9184452932,0.2920691979,0,0.7397601516158493
Givrins,1024.0,6.3343717549,258.5858585859,28.02734375,23.828125,59.66796875,16.50390625,1.9512195122,0.0,3.9024390244,5.8536585366,389.0,2.6143958869,2.027027027,7.0778564206,29.0049942374,1.7095658855,14.8866692278,16.0391855551,0.8643872455,12.1974644641,0.1536688436,1.7095658855,22.4740683826,0.0,0,0.4889310806516617
Gland,13181.0,13.3069715465,1584.2548076923,34.8228510735,23.9587284728,64.0467339352,11.994537592,3.651578547,2.8908330164,12.6283758083,4.1841004184,5454.0,2.403740374,0.4616173705,2.9056430647,22.5720630593,4.4216266133,18.9089949649,18.1306479629,2.4911501506,10.8836657066,0.1824937886,1.932675183,17.8272245553,0.2352630769,0,0.6878858454087201
Glarus,12511.0,2.8019720624,120.669367284,27.4798177604,20.0623451363,60.3468947326,19.5907601311,4.0101054658,1.0426274211,10.9876889762,10.8272847576,5566.0,2.2026590011,2.3602862799,3.3543646674,0.0,0.0,29.7695262484,0.0,0.0,0.0,61.6837387964,0.0,2.7528809219,0.0,1,0.1844369627422112
Glarus Nord,18626.0,12.0832831869,126.7161031363,25.4321915602,20.1331472136,61.6879630624,18.178889724,4.5272036433,1.724649007,10.5634751677,9.1083025681,8124.0,2.2596011817,1.7212774782,10.6866882227,0.0,0.0,27.6938827745,0.0,0.0,0.0,64.5764013309,0.0,1.6636805733,0.0,1,0.2352950121905352
Glarus Süd,9453.0,-3.7372708758,21.9821872893,17.4547762615,16.1959166402,58.1508515815,25.6532317783,4.2223043226,1.3722489048,8.4446086452,11.8224521032,4374.0,2.10608139,1.4716596241,3.131197161,0.0,0.0,27.2377285852,0.0,0.0,0.0,62.4318254732,0.0,4.1065126724,0.0,1,0.092656985047043
Glattfelden,5217.0,22.4360478761,424.1463414634,24.5351734713,22.1008242285,63.1397354802,14.7594402914,4.6078525487,1.1519631372,9.0237112412,5.7598156859,2162.0,2.3852913969,2.0493517357,3.4682080925,8.6657985083,2.5784302119,14.2867290162,41.8633834497,3.8475198295,12.4754350657,2.2280099444,0.1254883391,10.1953356221,2.8317745945,0,0.5842838572032416
Gletterens,1097.0,39.0367553866,425.1937984496,13.9471285324,23.1540565178,60.5287146764,16.3172288058,7.3800738007,2.7675276753,11.9926199262,4.6125461255,440.0,2.4772727273,1.4227642276,6.6603235014,16.1371659102,7.0600100857,24.4074634392,30.4084720121,3.9838628341,6.7574382249,1.8658598084,0.0,7.7660110943,0.7060010086,0,0.5839884281158447
Goldach,9504.0,4.8428019857,2017.8343949045,25.484006734,18.8552188552,59.7011784512,21.4436026936,4.5810472487,2.1307196506,9.0555585149,9.0555585149,4295.0,2.1788125728,2.8988573847,17.5729442971,15.9652108149,18.5063339005,13.3824919645,34.3127245226,1.1155227831,6.6364152014,0.5823407071,0.0,7.4494233314,1.0928341842,0,0.7726239098442925
Gollion,939.0,50.7223113965,172.2935779817,15.7614483493,21.7252396166,63.1522896699,15.1224707135,1.0638297872,3.1914893617,12.7659574468,5.3191489362,404.0,2.2995049505,4.989154013,2.1810250818,15.7104351174,1.3669618791,14.6322680015,31.0935695033,3.2345013477,10.2618405853,0.3273007316,2.2525991529,19.2529842126,0.3273007316,0,0.6098766107668822
Gommiswald,5218.0,6.0138155221,155.343852337,13.0893062476,20.2759678038,60.7129168264,19.0111153699,3.851709196,2.5036109774,5.9701492537,8.0885893115,2213.0,2.3126976954,3.8838612368,8.2823900611,13.3430767565,18.7073725235,5.9543141713,42.8061058785,0.5737793656,5.6295333983,0.4330410306,0.0,10.2305943488,1.667207968,1,0.2875597049028445
Goms,1184.0,-10.5740181269,9.1854150504,10.7263513514,13.8513513514,57.1790540541,28.9695945946,4.1666666667,0.0,5.8333333333,7.5,567.0,2.0705467372,4.0337711069,1.6625103907,1.1775362319,60.5072463768,6.7934782609,22.6902173913,0.1132246377,1.6530797101,0.0,0.0,6.884057971,0.0,1,0.0807092560458778
Gondiswil,728.0,2.5352112676,77.4468085106,2.8846153846,21.978021978,56.3186813187,21.7032967033,0.0,2.743484225,2.743484225,8.2304526749,314.0,2.3025477707,3.7735849057,0.0,5.708308428,1.6885833831,7.8750747161,55.8876270173,2.9288702929,3.6162582188,10.4751942618,0.0,4.1990436342,5.4692169755,0,0.3973630682214514
Gonten,1445.0,-0.0691562932,58.4310553983,4.5674740484,23.321799308,54.0484429066,22.6297577855,0.0,0.687994496,0.687994496,0.0,546.0,2.5366300366,2.2857142857,1.3745704467,0.0,42.6116838488,6.1855670103,50.1718213058,0.0,0.0,0.0,0.0,0.0,0.0,1,0.221871768727022
Gontenschwil,2169.0,4.7826086957,222.6899383984,18.4877823882,19.041032734,60.8114338405,20.1475334255,5.9907834101,1.3824884793,16.5898617512,16.1290322581,953.0,2.2455403987,2.2686025408,1.415762152,11.4282842497,3.9601970047,8.6943411398,44.4768318424,8.4832646497,4.7642979194,2.7942506785,0.0,6.6237812846,6.6941401146,0,0.5150912339520303
Gordola,4666.0,7.141216992,672.3342939481,18.9027003858,18.2811830261,59.0441491642,22.6746678097,3.8445108928,4.0580948313,6.6211020931,7.2618539086,2093.0,2.2040133779,1.6437437102,4.2799058421,14.8756917486,27.3808540514,16.1229041051,10.5228380276,0.0,0.5781779136,0.0,0.6855538118,9.7299083175,16.9240934996,1,0.5067541687576859
Gossau (SG),18108.0,1.9422394866,658.2333696838,20.4274353877,19.2125027612,60.4649878507,20.3225093881,5.5125272181,2.3152614316,8.9854193655,8.1034150106,7980.0,2.2281954887,3.2188597983,5.2281107259,13.6940946591,23.1817194963,11.6406136923,33.385801129,1.1597192068,7.4992763063,0.6983644522,0.0,7.1898972355,0.8177739181,0,0.5728441056549681
Gossau (ZH),10280.0,7.5201338772,562.9791894852,14.5719844358,21.1478599222,59.7178988327,19.1342412451,4.5849185445,1.8534777095,9.3649400059,6.0481904204,4338.0,2.3414015675,0.8974358974,2.5080256822,14.2784606226,3.8466925798,9.7865672164,36.1312462794,7.1374794271,11.1706411738,2.0634170256,0.1479497146,10.1805161607,4.2870399552,0,0.6149082567867816
Gottlieben,333.0,11.0,1040.625,40.8408408408,18.6186186186,58.8588588589,22.5225225225,0.0,0.0,5.9435364042,8.9153046062,170.0,1.9529411765,3.0927835052,0.0,19.2556634304,9.3851132686,8.0906148867,23.3009708738,3.2362459547,10.355987055,5.0161812298,0.0,21.1974110032,0.1618122977,0,0.3902170658111572
Goumoëns,1140.0,34.2756183746,106.6417212348,11.0526315789,28.0701754386,55.8771929825,16.0526315789,2.6560424967,2.6560424967,8.8534749889,19.4776449757,413.0,2.6416464891,1.4925373134,5.4054054054,25.8492397282,2.1028793271,12.2128760919,28.0006470398,1.2779035911,11.8893561954,1.099967648,1.7308314461,12.7305079262,0.3720478809,0,0.5649721022934941
Graben,342.0,9.2651757188,108.2278481013,7.6023391813,21.3450292398,61.1111111111,17.5438596491,5.9347181009,2.9673590504,8.9020771513,2.9673590504,143.0,2.3776223776,0.6211180124,6.0240963855,2.9796987557,1.0150622135,10.1178781925,56.5815324165,1.9318925999,5.304518664,5.828421742,0.0982318271,10.248853962,2.6850032744,0,0.5101212482063138
Grabs,7147.0,4.4577608886,130.7776761208,19.3647684343,21.8273401427,59.759339583,18.4133202742,5.9092507914,2.1104467112,9.4266619768,8.0196975026,2989.0,2.368685179,1.4313239747,8.2002589555,20.3809192503,11.5928164543,12.7581858503,28.6689568205,5.648562856,7.4487976693,0.9044657999,0.0,9.8621559334,1.5001956777,1,0.2141129054380267
Grancia,463.0,0.0,759.0163934426,28.9416846652,17.494600432,64.3628509719,18.1425485961,2.0942408377,0.0,18.8481675393,4.1884816754,199.0,2.3165829146,3.6885245902,0.0,16.9675090253,29.8435619735,6.9795427196,10.9506618532,0.0,0.9626955475,0.0,0.2406738869,5.174488568,23.8267148014,1,0.8160958290100098
Grancy,397.0,4.7493403694,70.0176366843,15.8690176322,25.6926952141,59.6977329975,14.6095717884,5.0314465409,0.0,7.5471698113,10.0628930818,155.0,2.5548387097,0.5780346821,7.4441687345,27.7284998072,2.5453143078,12.4180485924,24.48900887,1.0798303124,9.9498650212,0.1156961049,1.7740069418,19.0127265715,0.6556112611,0,0.4654098343063186
Grandcour,952.0,19.748427673,93.3333333333,15.5462184874,24.6848739496,57.5630252101,17.7521008403,4.2530568846,1.0632642212,13.8224348751,5.3163211058,390.0,2.4230769231,6.3596491228,34.9099099099,30.4109031733,0.9764035801,14.5036615134,26.8917819365,2.0138323841,7.7502034174,0.6305939788,0.9153783564,12.9170056957,1.8917819365,0,0.5727348327636719
Grandevent,221.0,3.2710280374,64.2441860465,11.3122171946,20.814479638,62.443438914,16.742081448,0.0,8.7145969499,13.0718954248,13.0718954248,88.0,2.5113636364,1.8018018018,13.1004366812,13.7085137085,0.0721500722,22.7994227994,26.5512265512,0.7936507937,7.3593073593,1.6594516595,0.2164502165,22.3665223665,1.5151515152,1,0.2365623542240687
Grandfontaine,388.0,7.182320442,43.2552954292,6.7010309278,21.9072164948,55.9278350515,22.1649484536,0.0,2.5542784163,5.1085568327,7.662835249,154.0,2.5,2.4038461538,7.7319587629,9.4155844156,31.8181818182,26.9480519481,22.7272727273,4.8701298701,0.0,0.0,0.0,4.2207792208,0.0,0,0.4281193310061827
Grandson,3341.0,9.937479434,425.6050955414,19.78449566,20.3831188267,62.0772223885,17.5396587848,3.583159152,2.98596596,7.763511496,3.284562556,1471.0,2.2025832767,0.8249852681,1.2195121951,25.5984247123,0.873792382,19.5618731155,16.5343671159,1.1322380161,9.5871023322,0.436896191,2.9228970525,20.7310319365,0.0492277398,0,0.7287001013755798
Grandval,396.0,13.1428571429,48.0,12.8787878788,20.202020202,60.3535353535,19.4444444444,7.5,0.0,2.5,17.5,174.0,2.2471264368,3.7735849057,5.0890585242,3.0328919265,16.9158479282,7.347287484,40.2392140111,1.409653994,3.4173430158,3.1610422896,2.5202904742,13.1567706109,4.9124305852,1,0.2688426971435547
Grandvillard,847.0,21.0,34.8273026316,12.5147579693,24.7933884298,59.9763872491,15.2302243211,5.9136605559,0.0,7.0963926671,4.7309284447,334.0,2.5149700599,1.7412935323,4.8192771084,19.6088794926,26.532769556,17.177589852,16.1733615222,2.2727272727,4.7568710359,0.6871035941,0.0,10.2536997886,0.3699788584,1,0.1480178056479107
Granges (Veveyse),864.0,5.6234718826,193.7219730942,12.8472222222,24.1898148148,60.1851851852,15.625,2.2935779817,4.5871559633,10.3211009174,6.880733945,333.0,2.5555555556,0.0,2.306805075,12.3510292524,18.4723726977,19.3932827736,16.9555796316,5.6879739978,6.6088840737,0.812567714,0.0,16.5763813651,1.2459371614,0,0.4687052045549665
Granges-Paccot,3773.0,44.6702453988,945.6140350877,34.9059104161,23.5886562417,67.5059634243,8.905380334,6.1145819487,2.9243652798,16.7486375116,5.5828791705,1612.0,2.3312655087,3.9215686275,42.0510037982,12.4046981249,16.0313208325,20.7088398928,16.1961673192,5.749021224,6.0168967649,0.9890789203,0.0,18.4628065114,0.638780136,0,0.7276766459147136
Grangettes,222.0,26.1363636364,67.0694864048,13.963963964,30.1801801802,58.1081081081,11.7117117117,0.0,0.0,32.2580645161,18.4331797235,85.0,2.6,0.0,25.1256281407,24.3792325056,9.9322799097,8.8036117381,41.5349887133,0.4514672686,6.546275395,0.4514672686,0.0,6.3205417607,0.2257336343,1,0.333549005013925
Gravesano,1375.0,16.4267569856,1936.6197183099,20.1454545455,18.7636363636,60.3636363636,20.8727272727,3.6218761318,3.6218761318,8.6925027164,7.2437522637,592.0,2.2922297297,1.775147929,0.757002271,28.5250737463,11.1799410029,7.1681415929,12.5073746313,0.0,0.9144542773,0.0,0.5014749263,9.203539823,27.197640118,1,0.7557560113760141
Greifensee,5385.0,5.6296586897,2372.2466960352,20.1671309192,22.469823584,56.6202414113,20.9099350046,3.7233547426,2.6063483198,9.4945545937,7.074374011,2270.0,2.3546255507,1.1402027027,0.0,13.1301144213,4.9169293988,17.7671897694,23.7309150165,3.216550356,17.7299939778,1.9749194091,0.1700379043,13.5746926919,2.4070990825,0,0.6565851914255243
Grellingen,1871.0,8.2128397918,568.6930091185,27.471940139,18.2255478354,64.4575093533,17.3169428113,3.2292787944,1.6146393972,11.8406889128,7.5349838536,817.0,2.2362301102,1.5495867769,3.2733224223,13.0117973629,15.4753643303,20.4718945177,32.7897293546,2.1165857044,2.6023594726,1.1450381679,0.0,12.2831367106,0.0,0,0.5568793967918113
Grenchen,17468.0,9.6685082873,671.0718401844,36.5182047172,17.723837875,60.1213647813,22.1547973437,4.9368541906,2.009184845,10.1033295063,11.7106773823,8071.0,2.1246437864,2.523977789,5.4259043174,16.7216275176,11.9882299224,21.0085738928,29.3541677236,1.126274669,7.7114301659,3.3585307696,0.0,6.7475013952,0.8929024403,0,0.5582511702512619
Greng,173.0,1.7647058824,180.2083333333,8.6705202312,17.3410404624,61.2716763006,21.387283237,5.7636887608,0.0,5.7636887608,0.0,73.0,2.3561643836,1.1235955056,0.0,25.9717314488,7.5971731449,14.1342756184,33.3922261484,2.296819788,8.480565371,0.1766784452,0.0,4.4169611307,0.0,0,0.6451904773712158
Grengiols,425.0,-8.4051724138,7.2624743677,4.4705882353,18.3529411765,60.2352941176,21.4117647059,7.0671378092,0.0,9.4228504122,9.4228504122,171.0,2.4678362573,3.125,0.0,3.1377899045,52.3874488404,5.5934515689,31.7189631651,0.0,1.1596180082,0.0,0.0,6.002728513,0.0,1,0.0617099786157587
Grens,382.0,6.1111111111,149.8039215686,19.3717277487,24.8691099476,58.3769633508,16.7539267016,0.0,0.0,5.1880674449,7.7821011673,141.0,2.7092198582,1.3071895425,2.624671916,24.4090909091,4.1363636364,14.5,18.5,3.0909090909,2.0454545455,0.2727272727,6.2272727273,23.7727272727,1.2727272727,0,0.6923794413721839
Greppen,1165.0,20.2270381837,350.9036144578,19.5708154506,22.8326180258,64.1201716738,13.0472103004,2.6281208936,4.3802014893,5.2562417871,1.7520805957,475.0,2.4378947368,4.6594982079,0.0,16.6821705426,24.8682170543,7.9379844961,26.1705426357,1.2403100775,12.1240310078,0.0,0.0,10.6356589147,0.0930232558,1,0.3507312081076882
Gretzenbach,2779.0,13.4748877093,476.6723842196,24.9370277078,22.1662468514,60.6333213386,17.20043181,2.8761459644,2.5166277189,9.7069926299,6.1118101744,1139.0,2.419666374,5.0,4.7566776436,17.096567896,11.8098486463,19.5693881902,35.4082285227,1.1298230654,4.0929439352,1.875932637,0.0,8.0153485398,0.8953314858,0,0.6053007046381632
Grimisuat,3509.0,23.6434108527,788.5393258427,13.5081219721,23.5109717868,58.6776859504,17.8113422628,3.4512510785,1.1504170262,6.6148979005,7.7653149267,1407.0,2.4619758351,2.2809123649,19.8198198198,15.567867036,24.4690674054,20.2954755309,13.4072022161,2.8070175439,0.2770083102,0.0,0.0,19.2613111727,0.0,1,0.5908047313421545
Grindel,520.0,6.9958847737,168.8311688312,12.3076923077,16.7307692308,62.8846153846,20.3846153846,7.7519379845,1.9379844961,7.7519379845,3.8759689922,215.0,2.3627906977,2.5751072961,3.9603960396,18.4713375796,11.5711252654,8.067940552,38.4288747346,0.5307855626,7.4309978769,0.2123142251,0.0,13.1634819533,1.2738853503,1,0.2908411026000976
